,Semester,SNum,Days,CurrentEnroll,Status_Instructor,LowerDiv,Year,Location,Time2,Days2,CNum,Area,CredHours,NumAttributes,CrossList,Req,s2,SYear
559,fall,2,"M,W,F",4,P,0,2012,main,Afternoon,3,4674,,NA,NA,NA,NA,2,2012.2
560,fall,1,TBA,0,P,0,2012,main,,2,4693,,NA,NA,NA,NA,2,2012.2
561,fall,2,TBA,0,P,0,2012,main,,2,4693,,NA,NA,NA,NA,2,2012.2
562,fall,3,TBA,4,G,0,2012,main,,2,4693,,NA,NA,NA,NA,2,2012.2
563,fall,4,TBA,5,P,0,2012,main,,2,4693,,NA,NA,NA,NA,2,2012.2
564,fall,5,TBA,3,P,0,2012,main,,2,4693,,NA,NA,NA,NA,2,2012.2
565,fall,6,TBA,0,P,0,2012,main,,2,4693,,NA,NA,NA,NA,2,2012.2
566,fall,8,TBA,0,P,0,2012,main,,2,4693,,NA,NA,NA,NA,2,2012.2
567,fall,9,TBA,0,P,0,2012,main,,2,4693,,NA,NA,NA,NA,2,2012.2
568,fall,10,TBA,0,G,0,2012,main,,2,4693,,NA,NA,NA,NA,2,2012.2
569,fall,11,TBA,0,G,0,2012,main,,2,4693,,NA,NA,NA,NA,2,2012.2
570,fall,1,TBA,0,P,0,2012,main,,2,4877,,NA,NA,NA,NA,2,2012.2
571,fall,1,TBA,0,P,0,2012,main,,2,4999,,NA,NA,NA,NA,2,2012.2
572,fall,2,TBA,0,P,0,2012,main,,2,4999,,NA,NA,NA,NA,2,2012.2
573,fall,1,H,2,P,0,2012,main,Evening,1,5120,,NA,NA,NA,NA,2,2012.2
574,fall,1,"T,H",4,A,0,2012,main,Afternoon,2,5440,,NA,NA,NA,NA,2,2012.2
575,fall,2,"T,H",61,P,0,2006,main,Morning,2,3337,DV,3,2,1,0,2,2006.2
576,fall,1,"T,H",53,P,0,2006,main,Morning,2,3365,DV,3,2,1,0,2,2006.2
577,fall,20,W,28,A,0,2006,bountiful,Evening,1,3365,DV,3,2,1,0,2,2006.2
578,fall,70,T,43,A,0,2006,sandy,Evening,1,3380,DV,3,1,1,0,2,2006.2
579,fall,1,"T,H",20,P,0,2006,main,Morning,2,3385,,NA,NA,NA,NA,2,2006.2
580,fall,1,TBA,0,P,0,2006,main,,2,3393,DV,3,0,0,0,2,2006.2
581,fall,1,"T,H",16,P,0,2006,main,Morning,2,3433,Global,3,0,0,0,2,2006.2
582,fall,1,"M,W,F",25,P,0,2006,main,Morning,3,3435,Global,3,0,0,0,2,2006.2
583,fall,1,"M,W,F",48,G,0,2006,main,Morning,3,3436,Global,3,0,0,0,2,2006.2
584,fall,10,T,60,A,0,2006,main,Evening,1,3560,Crim,3,0,0,0,2,2006.2
585,fall,1,"T,H",72,P,0,2006,main,Morning,2,3561,Crim,3,0,0,0,2,2006.2
586,fall,70,H,43,A,0,2006,sandy,Evening,1,3561,Crim,3,0,0,0,2,2006.2
587,fall,1,"T,H",63,P,0,2006,main,Afternoon,2,3562,Crim,3,0,0,0,2,2006.2
588,fall,70,W,47,A,0,2006,sandy,Evening,1,3563,Crim,3,0,0,0,2,2006.2
589,fall,1,TBA,10,A,0,2006,main,,2,3593,Crim,3,0,0,0,2,2006.2
590,fall,1,"M,W,F",31,A,0,2006,main,Morning,3,3638,Pop,3,0,1,0,2,2006.2
591,fall,20,M,31,A,0,2006,bountiful,Evening,1,3638,Pop,3,0,1,0,2,2006.2
592,fall,1,"T,H",37,P,0,2006,main,Morning,2,3650,Pop,3,3,0,0,2,2006.2
593,fall,1,"M,W,F",32,P,0,2006,main,Morning,3,3673,Pop,3,2,0,0,2,2006.2
594,fall,10,M,36,A,0,2006,main,Evening,1,3673,Pop,3,2,0,0,2,2006.2
595,fall,1,TBA,1,P,0,2006,main,,2,3877,,NA,NA,NA,NA,2,2006.2
596,fall,1,TBA,0,P,0,2006,main,,2,3950,,NA,NA,NA,NA,2,2006.2
597,fall,1,TBA,0,P,0,2006,main,,2,3951,,NA,NA,NA,NA,2,2006.2
598,fall,1,TBA,0,P,0,2006,main,,2,3952,,NA,NA,NA,NA,2,2006.2
599,fall,10,W,40,A,0,2006,main,Evening,1,3965,,NA,NA,NA,NA,2,2006.2
600,fall,1,TBA,1,P,0,2006,main,,2,4999,,NA,NA,NA,NA,2,2006.2
601,fall,1,"T,H",0,P,0,2006,main,Afternoon,2,5120,,NA,NA,NA,NA,2,2006.2
602,fall,1,W,3,P,0,2006,main,Afternoon,1,5720,,NA,NA,NA,NA,2,2006.2
603,fall,10,M,37,A,0,2005,main,Evening,1,3473,,NA,NA,NA,NA,2,2005.2
604,fall,10,M,52,A,0,2005,main,Evening,1,3560,Crim,3,0,0,0,2,2005.2
605,fall,70,H,43,A,0,2005,sandy,Evening,1,3560,Crim,3,0,0,0,2,2005.2
606,fall,1,"M,W,F",70,P,0,2005,main,Morning,3,3561,Crim,3,0,0,0,2,2005.2
607,fall,70,H,38,A,0,2005,sandy,Evening,1,3561,Crim,3,0,0,0,2,2005.2
608,fall,10,T,65,A,0,2005,main,Evening,1,3562,Crim,3,0,0,0,2,2005.2
609,fall,10,T,34,A,0,2005,main,Evening,1,3563,Crim,3,0,0,0,2,2005.2
610,fall,1,"M,W,F",53,P,0,2005,main,Morning,3,3565,Crim,3,0,1,0,2,2005.2
611,fall,1,TBA,12,A,0,2005,main,,2,3593,Crim,3,0,0,0,2,2005.2
612,fall,1,TBA,2,P,0,2005,main,,2,3877,,NA,NA,NA,NA,2,2005.2
613,fall,1,TBA,0,P,0,2005,main,,2,3950,,NA,NA,NA,NA,2,2005.2
614,fall,1,TBA,0,P,0,2005,main,,2,3951,,NA,NA,NA,NA,2,2005.2
615,fall,1,"T,H",303,P,1,2010,main,Morning,2,1010,None,4,0,0,1,2,2010.2
616,fall,2,"M,W,F",178,P,1,2010,main,Morning,3,1010,None,4,0,0,1,2,2010.2
617,fall,90,TBA,135,A,1,2010,online,,2,1010,None,4,0,0,1,2,2010.2
618,fall,90,TBA,64,G,1,2010,online,,2,1015,None,2,0,0,1,2,2010.2
619,fall,1,"M,W,F",33,G,1,2010,main,Morning,3,1020,None,3,0,0,0,2,2010.2
620,fall,90,TBA,50,A,0,2010,online,,2,3020,None,3,0,0,0,2,2010.2
621,fall,1,"T,H",43,P,0,2010,main,Morning,2,3111,None,3,0,0,1,2,2010.2
622,fall,90,TBA,46,P,0,2010,online,,2,3111,None,3,0,0,1,2,2010.2
623,fall,1,"M,W,F",17,P,0,2010,main,Morning,3,3112,None,4,2,0,1,2,2010.2
624,fall,2,"T,H",34,P,0,2010,main,Morning,2,3112,None,4,2,0,1,2,2010.2
625,fall,10,W,32,G,0,2010,main,Evening,1,3112,None,4,2,0,1,2,2010.2
626,fall,90,TBA,51,G,0,2010,online,,2,3112,None,4,2,0,1,2,2010.2
627,fall,1,"T,H",51,A,0,2010,main,Morning,2,3140,None,3,0,0,1,2,2010.2
628,fall,70,T,11,A,0,2010,sandy,Evening,1,3140,None,3,0,0,1,2,2010.2
629,fall,90,TBA,54,A,0,2010,online,,2,3140,None,3,0,0,1,2,2010.2
630,fall,1,"M,W,F",72,A,0,2010,main,Morning,3,3337,DV,3,2,1,0,2,2010.2
631,fall,1,"M,W,F",15,G,0,2010,main,Morning,3,3365,DV,3,2,1,0,2,2010.2
632,fall,70,M,19,A,0,2010,sandy,Evening,1,3365,DV,3,2,1,0,2,2010.2
633,fall,90,TBA,48,A,0,2010,online,,2,3380,DV,3,1,1,0,2,2010.2
634,fall,1,"T,H",60,P,0,2010,main,Morning,2,3381,DV,3,1,0,0,2,2010.2
635,fall,1,TBA,7,G,0,2010,main,,2,3393,DV,3,0,0,0,2,2010.2
636,fall,90,TBA,86,G,0,2010,online,,2,3436,Global,3,0,0,0,2,2010.2
637,fall,1,"M,W,F",49,A,0,2010,main,Morning,3,3440,Global,3,0,0,0,2,2010.2
638,fall,90,TBA,15,G,0,2010,online,,2,3480,Global,3,1,1,0,2,2010.2
639,fall,1,"T,H",22,P,0,2010,main,Morning,2,3485,Global,3,1,0,0,2,2010.2
640,fall,1,"T,H",63,P,0,2010,main,Morning,2,3560,Crim,3,0,0,0,2,2010.2
641,fall,1,"T,H",237,P,1,2013,main,Morning,2,1010,None,4,0,0,1,2,2013.2
642,fall,2,"M,W,F",104,P,1,2013,main,Morning,3,1010,None,4,0,0,1,2,2013.2
643,fall,60,T,14,G,1,2013,murray,Evening,1,1010,None,4,0,0,1,2,2013.2
644,fall,90,TBA,108,A,1,2013,online,,2,1010,None,4,0,0,1,2,2013.2
645,fall,90,TBA,88,G,1,2013,online,,2,1015,None,2,0,0,1,2,2013.2
646,fall,90,TBA,36,A,0,2013,online,,2,3020,None,3,0,0,0,2,2013.2
647,fall,70,T,22,A,0,2013,sandy,Evening,1,3051,None,3,1,0,0,2,2013.2
648,fall,1,"T,H",55,P,0,2013,main,Morning,2,3111,None,3,0,0,1,2,2013.2
649,fall,70,W,17,A,0,2013,sandy,Evening,1,3111,None,3,0,0,1,2,2013.2
650,fall,90,TBA,42,G,0,2013,online,,2,3111,None,3,0,0,1,2,2013.2
651,fall,1,"T,H",94,G,0,2013,main,Morning,2,3112,None,4,2,0,1,2,2013.2
652,fall,90,TBA,77,G,0,2013,online,,2,3112,None,4,2,0,1,2,2013.2
653,fall,1,"M,W,F",42,P,0,2013,main,Morning,3,3140,None,3,0,0,1,2,2013.2
654,fall,70,M,15,A,0,2013,sandy,Evening,1,3140,None,3,0,0,1,2,2013.2
655,fall,90,TBA,81,A,0,2013,online,,2,3140,None,3,0,0,1,2,2013.2
656,fall,1,"T,H",48,P,0,2013,main,Morning,2,3337,DV,3,2,1,0,2,2013.2
657,fall,2,"T,H",6,P,0,2013,main,Morning,2,3337,DV,3,2,1,0,2,2013.2
658,fall,90,TBA,39,G,0,2013,online,,2,3365,DV,3,2,1,0,2,2013.2
659,fall,1,"M,W,F",18,G,0,2013,main,Morning,3,3380,DV,3,1,1,0,2,2013.2
660,fall,1,"T,H",62,P,0,2013,main,Afternoon,2,3381,DV,3,1,0,0,2,2013.2
661,fall,1,TBA,2,P,0,2013,main,,2,3393,DV,3,0,0,0,2,2013.2
662,fall,90,TBA,27,G,0,2013,online,,2,3435,Global,3,0,0,0,2,2013.2
663,fall,1,"M,W,F",22,G,0,2013,main,Morning,3,3436,Global,3,0,0,0,2,2013.2
664,fall,1,"T,H",41,A,0,2013,main,Morning,2,3440,Global,3,0,0,0,2,2013.2
665,fall,90,TBA,81,G,0,2013,online,,2,3480,Global,3,1,1,0,2,2013.2
666,fall,90,TBA,66,A,0,2013,online,,2,3560,Crim,3,0,0,0,2,2013.2
667,fall,1,"M,W,F",66,A,0,2013,main,Morning,3,3561,Crim,3,0,0,0,2,2013.2
668,fall,90,TBA,87,P,0,2013,online,,2,3561,Crim,3,0,0,0,2,2013.2
669,fall,90,TBA,56,A,0,2013,online,,2,3562,Crim,3,0,0,0,2,2013.2
670,fall,1,"M,W,F",38,P,0,2013,main,Morning,3,3563,Crim,3,0,0,0,2,2013.2
671,fall,70,H,12,A,0,2013,sandy,Evening,1,3564,Crim,3,0,0,0,2,2013.2
672,fall,90,TBA,41,A,0,2013,online,,2,3567,Crim,3,0,0,0,2,2013.2
673,fall,10,H,32,A,0,2013,main,Evening,1,3569,Crim,3,0,0,0,2,2013.2
674,fall,1,TBA,11,A,0,2013,main,,2,3593,Crim,3,0,0,0,2,2013.2
675,fall,1,"M,W,F",10,P,0,2013,main,Morning,3,3638,Pop,3,0,1,0,2,2013.2
676,fall,1,"M,W,F",54,G,0,2013,main,Morning,3,3650,Pop,3,3,0,0,2,2013.2
677,fall,90,TBA,56,P,0,2013,online,,2,3671,Pop,3,0,1,0,2,2013.2
678,fall,1,"T,H",65,P,0,2013,main,Morning,2,3673,Pop,3,2,0,0,2,2013.2
679,fall,1,"M,W,F",23,G,0,2013,main,Morning,3,3769,DV,3,1,0,0,2,2013.2
680,fall,1,TBA,1,P,0,2013,main,,2,3877,,NA,NA,NA,NA,2,2013.2
681,fall,2,TBA,0,P,0,2013,main,,2,3877,,NA,NA,NA,NA,2,2013.2
682,fall,6,TBA,1,P,0,2013,main,,2,3877,,NA,NA,NA,NA,2,2013.2
683,fall,7,TBA,1,P,0,2013,main,,2,3877,,NA,NA,NA,NA,2,2013.2
684,fall,1,TBA,0,P,0,2013,main,,2,3950,,NA,NA,NA,NA,2,2013.2
685,fall,2,TBA,0,P,0,2013,main,,2,3950,,NA,NA,NA,NA,2,2013.2
686,fall,3,TBA,0,P,0,2013,main,,2,3950,,NA,NA,NA,NA,2,2013.2
687,fall,5,TBA,1,P,0,2013,main,,2,3950,,NA,NA,NA,NA,2,2013.2
688,fall,1,TBA,0,P,0,2013,main,,2,3951,,NA,NA,NA,NA,2,2013.2
689,fall,2,TBA,0,P,0,2013,main,,2,3951,,NA,NA,NA,NA,2,2013.2
690,fall,1,TBA,0,P,0,2013,main,,2,3952,,NA,NA,NA,NA,2,2013.2
691,fall,2,TBA,3,P,0,2013,main,,2,3952,,NA,NA,NA,NA,2,2013.2
692,fall,1,"M,W",16,P,0,2013,main,Morning,2,4674,,NA,NA,NA,NA,2,2013.2
693,fall,2,"M,W",3,P,0,2013,main,Morning,2,4674,,NA,NA,NA,NA,2,2013.2
694,fall,1,TBA,0,P,0,2013,main,,2,4693,,NA,NA,NA,NA,2,2013.2
695,fall,2,TBA,2,P,0,2013,main,,2,4693,,NA,NA,NA,NA,2,2013.2
696,fall,3,TBA,1,G,0,2013,main,,2,4693,,NA,NA,NA,NA,2,2013.2
697,fall,1,TBA,0,P,0,2013,main,,2,4877,,NA,NA,NA,NA,2,2013.2
698,fall,1,TBA,0,P,0,2013,main,,2,4999,,NA,NA,NA,NA,2,2013.2
699,fall,2,TBA,1,P,0,2013,main,,2,4999,,NA,NA,NA,NA,2,2013.2
700,fall,3,TBA,0,P,0,2013,main,,2,4999,,NA,NA,NA,NA,2,2013.2
701,fall,1,"T,H",5,A,0,2013,main,Morning,2,5440,,NA,NA,NA,NA,2,2013.2
702,fall,1,TBA,0,P,0,2007,main,,2,3951,,NA,NA,NA,NA,2,2007.2
703,fall,1,TBA,0,P,0,2007,main,,2,3952,,NA,NA,NA,NA,2,2007.2
704,fall,1,S,9,P,0,2007,main,Morning,1,3965,,NA,NA,NA,NA,2,2007.2
705,fall,1,TBA,0,P,0,2007,main,,2,4999,,NA,NA,NA,NA,2,2007.2
706,fall,1,"M,W",0,P,0,2007,main,Afternoon,2,5120,,NA,NA,NA,NA,2,2007.2
707,fall,1,"T,H",59,P,0,2000,main,Morning,2,3020,None,3,0,0,0,2,2000.2
708,fall,2,"T,H",51,P,0,2000,main,Afternoon,2,3020,None,3,0,0,0,2,2000.2
709,fall,10,W,27,A,0,2000,main,Evening,1,3020,None,3,0,0,0,2,2000.2
710,fall,1,"M,W,F",31,P,0,2000,main,Morning,3,3030,None,3,0,0,0,2,2000.2
711,fall,2,"T,H",41,P,0,2000,main,Morning,2,3111,None,3,0,0,1,2,2000.2
712,fall,5,"T,H",43,P,0,2000,main,Morning,2,3111,None,3,0,0,1,2,2000.2
713,fall,10,W,19,A,0,2000,main,Evening,1,3111,None,3,0,0,1,2,2000.2
714,fall,20,M,12,A,0,2000,bountiful,Evening,1,3111,None,3,0,0,1,2,2000.2
715,fall,1,"M,W,F",233,P,1,2004,main,Morning,3,1010,None,4,0,0,1,2,2004.2
716,fall,2,"M,W,F",194,A,1,2004,main,Morning,3,1010,None,4,0,0,1,2,2004.2
717,fall,3,"T,H",58,A,1,2004,main,Morning,2,1010,None,4,0,0,1,2,2004.2
718,fall,10,T,61,G,1,2004,main,Evening,1,1010,None,4,0,0,1,2,2004.2
719,fall,20,H,24,A,1,2004,bountiful,Evening,1,1010,None,4,0,0,1,2,2004.2
720,fall,70,W,42,A,1,2004,sandy,Evening,1,1010,None,4,0,0,1,2,2004.2
721,fall,1,"M,W,F",56,A,1,2004,main,Morning,3,1020,None,3,0,0,0,2,2004.2
722,fall,2,"T,H",52,P,1,2004,main,Afternoon,2,1020,None,3,0,0,0,2,2004.2
723,fall,10,T,26,A,1,2004,main,Evening,1,1020,None,3,0,0,0,2,2004.2
724,fall,1,"T,H",48,P,0,2004,main,Morning,2,3020,None,3,0,0,0,2,2004.2
725,fall,2,"T,H",48,P,0,2004,main,Morning,2,3020,None,3,0,0,0,2,2004.2
726,fall,20,W,19,A,0,2004,bountiful,Evening,1,3020,None,3,0,0,0,2,2004.2
727,fall,1,"M,W,F",34,A,0,2004,main,Morning,3,3030,None,3,0,0,0,2,2004.2
728,fall,1,"T,H",231,P,1,2011,main,Morning,2,1010,None,4,0,0,1,2,2011.2
729,fall,2,"M,W,F",191,P,1,2011,main,Morning,3,1010,None,4,0,0,1,2,2011.2
730,fall,60,T,30,G,1,2011,murray,Evening,1,1010,None,4,0,0,1,2,2011.2
731,fall,90,TBA,108,A,1,2011,online,,2,1010,None,4,0,0,1,2,2011.2
732,fall,90,TBA,101,G,1,2011,online,,2,1015,None,2,0,0,1,2,2011.2
733,fall,10,T,22,G,1,2011,main,Evening,1,1020,None,3,0,0,0,2,2011.2
734,fall,90,TBA,39,A,0,2011,online,,2,3020,None,3,0,0,0,2,2011.2
735,fall,1,"T,H",65,P,0,2011,main,Morning,2,3111,None,3,0,0,1,2,2011.2
736,fall,70,M,15,A,0,2011,sandy,Evening,1,3111,None,3,0,0,1,2,2011.2
737,fall,90,TBA,53,P,0,2011,online,,2,3111,None,3,0,0,1,2,2011.2
738,fall,1,"M,W,F",32,G,0,2011,main,Morning,3,3112,None,4,2,0,1,2,2011.2
739,fall,2,"T,H",41,G,0,2011,main,Morning,2,3112,None,4,2,0,1,2,2011.2
740,fall,20,W,23,G,0,2011,bountiful,Evening,1,3112,None,4,2,0,1,2,2011.2
741,fall,90,TBA,22,G,0,2011,online,,2,3112,None,4,2,0,1,2,2011.2
742,fall,1,"T,H",60,P,0,2011,main,Morning,2,3140,None,3,0,0,1,2,2011.2
743,fall,70,W,8,A,0,2011,sandy,Evening,1,3140,None,3,0,0,1,2,2011.2
744,fall,90,TBA,67,A,0,2011,online,,2,3140,None,3,0,0,1,2,2011.2
745,fall,1,M,9,G,0,2011,main,Morning,1,3200,DV,4,1,0,0,2,2011.2
746,fall,1,"T,H",11,P,0,2011,main,Afternoon,2,3310,DV,3,0,0,0,2,2011.2
747,fall,1,"T,H",77,P,0,2011,main,Morning,2,3337,DV,3,2,1,0,2,2011.2
748,fall,70,T,21,A,0,2011,sandy,Evening,1,3337,DV,3,2,1,0,2,2011.2
749,fall,1,"M,W,F",21,G,0,2011,main,Morning,3,3365,DV,3,2,1,0,2,2011.2
750,fall,90,TBA,27,A,0,2011,online,,2,3365,DV,3,2,1,0,2,2011.2
751,fall,90,TBA,37,G,0,2011,online,,2,3380,DV,3,1,1,0,2,2011.2
752,fall,1,"M,W,F",79,P,0,2011,main,Morning,3,3381,DV,3,1,0,0,2,2011.2
753,fall,1,TBA,6,G,0,2011,main,,2,3393,DV,3,0,0,0,2,2011.2
754,fall,1,"M,W,F",12,G,0,2011,main,Morning,3,3435,Global,3,0,0,0,2,2011.2
755,fall,90,TBA,26,P,0,2011,online,,2,3436,Global,3,0,0,0,2,2011.2
756,fall,1,"M,W,F",38,A,0,2011,main,Morning,3,3440,Global,3,0,0,0,2,2011.2
757,fall,90,TBA,35,G,0,2011,online,,2,3446,Global,3,0,0,0,2,2011.2
758,fall,90,TBA,57,A,0,2011,online,,2,3560,Crim,3,0,0,0,2,2011.2
759,fall,1,"M,W,F",64,A,0,2011,main,Morning,3,3561,Crim,3,0,0,0,2,2011.2
760,fall,90,TBA,74,P,0,2011,online,,2,3561,Crim,3,0,0,0,2,2011.2
761,fall,1,"M,W,F",95,P,0,2011,main,Morning,3,3562,Crim,3,0,0,0,2,2011.2
762,fall,90,TBA,59,P,0,2011,online,,2,3563,Crim,3,0,0,0,2,2011.2
763,fall,10,H,19,A,0,2011,main,Evening,1,3564,Crim,3,0,0,0,2,2011.2
764,fall,90,TBA,50,A,0,2011,online,,2,3567,Crim,3,0,0,0,2,2011.2
765,fall,10,W,42,A,0,2011,main,Evening,1,3569,Crim,3,0,0,0,2,2011.2
766,fall,1,TBA,7,P,0,2011,main,,2,3593,Crim,3,0,0,0,2,2011.2
767,fall,1,"M,W,F",5,P,0,2011,main,Morning,3,3610,Pop,3,0,0,0,2,2011.2
768,fall,90,TBA,35,P,0,2011,online,,2,3638,Pop,3,0,1,0,2,2011.2
769,fall,1,"M,W",66,G,0,2011,main,Morning,2,3650,Pop,3,3,0,0,2,2011.2
770,fall,90,TBA,43,G,0,2011,online,,2,3671,Pop,3,0,1,0,2,2011.2
771,fall,1,"T,H",61,P,0,2011,main,Morning,2,3673,Pop,3,2,0,0,2,2011.2
772,fall,70,H,19,G,0,2011,sandy,Evening,1,3769,DV,3,1,0,0,2,2011.2
773,spring,2,"M,W,F",200,?,1,2000,main,Morning,3,1010,None,4,0,0,1,1,2000.1
774,spring,3,"M,W,F",69,A,1,2000,main,Morning,3,1010,None,4,0,0,1,1,2000.1
775,spring,10,H,57,A,1,2000,main,Evening,1,1010,None,4,0,0,1,1,2000.1
776,spring,1,"M,W,F",70,?,1,2000,main,Morning,3,1020,None,3,0,0,0,1,2000.1
777,spring,2,"T,H",57,P,1,2000,main,Morning,2,1020,None,3,0,0,0,1,2000.1
778,spring,3,"T,H",66,P,1,2000,main,Morning,2,1020,None,3,0,0,0,1,2000.1
779,spring,1,"M,W,F",60,P,0,2000,main,Morning,3,3020,None,3,0,0,0,1,2000.1
780,spring,2,"M,W,F",60,P,0,2000,main,Morning,3,3020,None,3,0,0,0,1,2000.1
781,spring,3,"T,H",53,P,0,2000,main,Afternoon,2,3020,None,3,0,0,0,1,2000.1
782,spring,1,"M,W,F",52,A,0,2000,main,Morning,3,3030,None,3,0,0,0,1,2000.1
783,spring,2,"T,H",28,P,0,2000,main,Morning,2,3030,None,3,0,0,0,1,2000.1
784,spring,10,M,23,A,0,2000,main,Evening,1,3030,None,3,0,0,0,1,2000.1
785,spring,1,"M,W,F",49,?,0,2000,main,Morning,3,3111,None,3,0,0,1,1,2000.1
786,spring,2,"M,W,F",55,P,0,2000,main,Morning,3,3111,None,3,0,0,1,1,2000.1
787,spring,1,"M,W,F",32,P,0,2000,main,Morning,3,3112,None,4,2,0,1,1,2000.1
788,spring,2,"T,H",10,P,0,2000,main,Morning,2,3112,None,4,2,0,1,1,2000.1
789,spring,3,"T,H",22,P,0,2000,main,Morning,2,3112,None,4,2,0,1,1,2000.1
790,spring,10,T,35,G,0,2000,main,Evening,1,3112,None,4,2,0,1,1,2000.1
791,spring,70,H,45,A,0,2000,sandy,Evening,1,3112,None,4,2,0,1,1,2000.1
792,spring,1,"T,H",63,P,0,2000,main,Morning,2,3140,None,3,0,0,1,1,2000.1
793,spring,2,"T,H",20,P,0,2000,main,Afternoon,2,3140,None,3,0,0,1,1,2000.1
794,spring,20,M,16,A,0,2000,bountiful,Evening,1,3140,None,3,0,0,1,1,2000.1
795,spring,1,"M,W,F",29,P,0,2000,main,Morning,3,3334,DV,3,0,0,0,1,2000.1
796,spring,1,"M,W,F",64,A,0,2000,main,Morning,3,3337,DV,3,2,1,0,1,2000.1
797,spring,20,W,28,A,0,2000,bountiful,Evening,1,3337,DV,3,2,1,0,1,2000.1
798,spring,1,"M,W,F",42,P,0,2000,main,Morning,3,3341,,NA,NA,NA,NA,1,2000.1
799,spring,1,"M,W,F",95,P,0,2000,main,Morning,3,3380,DV,3,1,1,0,1,2000.1
800,spring,1,"M,W,F",22,P,0,2000,main,Morning,3,3382,,NA,NA,NA,NA,1,2000.1
801,spring,1,"T,H",26,P,0,2000,main,Morning,2,3422,,NA,NA,NA,NA,1,2000.1
802,spring,20,T,8,A,0,2000,bountiful,Evening,1,3431,,NA,NA,NA,NA,1,2000.1
803,spring,1,"M,W,F",9,P,0,2000,main,Morning,3,3433,Global,3,0,0,0,1,2000.1
804,spring,1,"M,W,F",33,A,0,2000,main,Afternoon,3,3438,,NA,NA,NA,NA,1,2000.1
805,spring,70,M,40,A,0,2000,sandy,Evening,1,3438,,NA,NA,NA,NA,1,2000.1
806,spring,20,H,24,A,0,2000,bountiful,Evening,1,3471,,NA,NA,NA,NA,1,2000.1
807,spring,50,S,7,A,0,2000,park city,Morning,1,3471,,NA,NA,NA,NA,1,2000.1
808,spring,1,"T,H",63,P,0,2000,main,Morning,2,3472,,NA,NA,NA,NA,1,2000.1
809,spring,1,"T,H",56,P,0,2000,main,Morning,2,3473,,NA,NA,NA,NA,1,2000.1
810,spring,2,"T,H",38,P,0,2000,main,Morning,2,3473,,NA,NA,NA,NA,1,2000.1
811,spring,1,"T,H",4,P,0,2000,main,Morning,2,3474,,NA,NA,NA,NA,1,2000.1
812,spring,1,H,59,A,0,2000,main,Evening,1,3560,Crim,3,0,0,0,1,2000.1
813,spring,1,"T,H",55,A,0,2000,main,Morning,2,3561,Crim,3,0,0,0,1,2000.1
814,spring,10,H,59,A,0,2000,main,Evening,1,3561,Crim,3,0,0,0,1,2000.1
815,spring,1,"M,W,F",101,P,0,2000,main,Morning,3,3562,Crim,3,0,0,0,1,2000.1
816,spring,10,H,29,A,0,2000,main,Evening,1,3563,Crim,3,0,0,0,1,2000.1
817,spring,70,T,47,A,0,2000,sandy,Evening,1,3563,Crim,3,0,0,0,1,2000.1
818,spring,10,W,58,A,0,2000,main,Evening,1,3564,Crim,3,0,0,0,1,2000.1
819,spring,1,TBA,12,A,0,2000,main,,2,3593,Crim,3,0,0,0,1,2000.1
820,spring,1,TBA,0,P,0,2000,main,,2,3950,,NA,NA,NA,NA,1,2000.1
821,spring,2,TBA,2,P,0,2000,main,,2,3950,,NA,NA,NA,NA,1,2000.1
822,spring,5,TBA,1,P,0,2000,main,,2,3950,,NA,NA,NA,NA,1,2000.1
823,spring,1,TBA,0,P,0,2000,main,,2,3951,,NA,NA,NA,NA,1,2000.1
824,spring,1,TBA,0,P,0,2000,main,,2,3952,,NA,NA,NA,NA,1,2000.1
825,spring,4,TBA,1,A,0,2000,main,,2,3952,,NA,NA,NA,NA,1,2000.1
826,spring,5,TBA,2,P,0,2000,main,,2,3952,,NA,NA,NA,NA,1,2000.1
827,spring,1,"M,W,F",7,P,0,2000,main,Afternoon,3,3965,,NA,NA,NA,NA,1,2000.1
828,spring,1,"T,H",67,P,0,2004,main,Morning,2,3450,,NA,NA,NA,NA,1,2004.1
829,spring,10,T,36,A,0,2004,main,Evening,1,3471,,NA,NA,NA,NA,1,2004.1
830,spring,1,"T,H",69,P,0,2004,main,Morning,2,3473,,NA,NA,NA,NA,1,2004.1
831,spring,70,H,38,A,0,2004,sandy,Evening,1,3560,Crim,3,0,0,0,1,2004.1
832,spring,1,"M,W,F",59,P,0,2004,main,Morning,3,3561,Crim,3,0,0,0,1,2004.1
833,spring,10,H,56,A,0,2004,main,Evening,1,3561,Crim,3,0,0,0,1,2004.1
834,spring,1,"M,W,F",100,P,0,2004,main,Morning,3,3562,Crim,3,0,0,0,1,2004.1
835,spring,20,T,19,A,0,2004,bountiful,Evening,1,3563,Crim,3,0,0,0,1,2004.1
836,spring,10,H,44,A,0,2004,main,Evening,1,3564,Crim,3,0,0,0,1,2004.1
837,spring,1,"M,W,F",68,P,0,2004,main,Morning,3,3565,Crim,3,0,1,0,1,2004.1
838,spring,1,TBA,22,A,0,2004,main,,2,3593,Crim,3,0,0,0,1,2004.1
839,spring,1,TBA,0,P,0,2004,main,,2,3950,,NA,NA,NA,NA,1,2004.1
840,spring,1,TBA,1,P,0,2004,main,,2,3951,,NA,NA,NA,NA,1,2004.1
841,spring,1,TBA,1,P,0,2004,main,,2,3952,,NA,NA,NA,NA,1,2004.1
