"SNum"	"Days"	"CurrentEnroll"	"Status"	"LowerDiv"	"Year"	"Semester"	"Location"	"Time2"	"Days2"	"CNum"	"Area"	"CredHours"	"NumAttributes"	"CrossList"	"Req"
90	"TBA"	112	"G"	1	2013	"spring"	"online"		2	1015	"None"	2	0	0	1
90	"TBA"	56	"A"	1	2013	"spring"	"online"		2	1020	"None"	3	0	0	0
90	"TBA"	45	"A"	0	2013	"spring"	"online"		2	3020	"None"	3	0	0	0
1	"T,H"	84	"P"	0	2013	"spring"	"main"	"Morning"	2	3041	"None"	3	0	0	0
1	"M,W,F"	23	"A"	0	2013	"spring"	"main"	"Morning"	3	3042	"None"	3	0	0	0
1	"M,W"	44	"A"	0	2013	"spring"	"main"	"Morning"	2	3051	"None"	3	1	0	0
90	"TBA"	48	"P"	0	2013	"spring"	"online"		2	3061	"None"	3	0	0	0
1	"M,W,F"	39	"A"	0	2013	"spring"	"main"	"Morning"	3	3111	"None"	3	0	0	1
90	"TBA"	70	"P"	0	2013	"spring"	"online"		2	3111	"None"	3	0	0	1
1	"T,H"	70	"G"	0	2013	"spring"	"main"	"Morning"	2	3112	"None"	4	2	0	1
70	"H"	34	"A"	0	2013	"spring"	"sandy"	"Evening"	1	3112	"None"	4	2	0	1
90	"TBA"	94	"G"	0	2013	"spring"	"online"		2	3112	"None"	4	2	0	1
1	"M,W,F"	39	"P"	0	2013	"spring"	"main"	"Morning"	3	3140	"None"	3	0	0	1
90	"TBA"	59	"A"	0	2013	"spring"	"online"		2	3140	"None"	3	0	0	1
1	"H"	9	"P"	0	2013	"spring"	"main"	"Morning"	1	3200	"DV"	4	1	0	0
1	"M,W,F"	46	"A"	0	2013	"spring"	"main"	"Morning"	3	3337	"DV"	3	2	1	0
1	"T,H"	53	"P"	0	2013	"spring"	"main"	"Afternoon"	2	3365	"DV"	3	2	1	0
90	"TBA"	41	"A"	0	2013	"spring"	"online"		2	3380	"DV"	3	1	1	0
1	"TBA"	12	"G"	0	2013	"spring"	"main"		2	3393	"DV"	3	0	0	0
70	"T"	4	"G"	0	2013	"spring"	"sandy"	"Evening"	1	3435	"Global"	3	0	0	0
1	"M,W,F"	20	"G"	0	2013	"spring"	"main"	"Morning"	3	3436	"Global"	3	0	0	0
90	"TBA"	84	"A"	0	2013	"spring"	"online"		2	3440	"Global"	3	0	0	0
1	"T,H"	36	"P"	0	2013	"spring"	"main"	"Morning"	2	3446	"Global"	3	0	0	0
1	"T,H"	20	"P"	0	2013	"spring"	"main"	"Afternoon"	2	3480	"Global"	3	1	1	0
90	"TBA"	64	"A"	0	2013	"spring"	"online"		2	3560	"Crim"	3	0	0	0
90	"TBA"	104	"P"	0	2013	"spring"	"online"		2	3561	"Crim"	3	0	0	0
10	"W"	18	"A"	0	2013	"spring"	"main"	"Evening"	1	3562	"Crim"	3	0	0	0
1	"T,H"	77	"P"	0	2013	"spring"	"main"	"Morning"	2	3565	"Crim"	3	0	1	0
1	"M,W,F"	50	"A"	0	2013	"spring"	"main"	"Morning"	3	3566	"Crim"	3	0	0	0
70	"W"	17	"A"	0	2013	"spring"	"sandy"	"Evening"	1	3569	"Crim"	3	0	0	0
60	"M"	22	"A"	0	2013	"spring"	"murray"	"Evening"	1	3570					
1	"TBA"	23	"A"	0	2013	"spring"	"main"		2	3593	"Crim"	3	0	0	0
90	"TBA"	42	"G"	0	2013	"spring"	"online"		2	3638	"Pop"	3	0	1	0
1	"M,W,F"	57	"P"	0	2013	"spring"	"main"	"Morning"	3	3650	"Pop"	3	3	0	0
1	"T,H"	22	"P"	0	2013	"spring"	"main"	"Morning"	2	3671	"Pop"	3	0	1	0
2	"T,H"	5	"P"	0	2013	"spring"	"main"	"Morning"	2	3671	"Pop"	3	0	1	0
90	"TBA"	120	"P"	0	2013	"spring"	"online"		2	3673	"Pop"	3	2	0	0
1	"T,H"	25	"G"	0	2013	"spring"	"main"	"Afternoon"	2	3741	"Global"	3	1	0	0
90	"TBA"	60	"G"	0	2013	"spring"	"online"		2	3769	"DV"	3	1	0	0
1	"TBA"	0	"P"	0	2013	"spring"	"main"		2	3950					
6	"TBA"	0	"P"	0	2013	"spring"	"main"		2	3950					
7	"TBA"	0	"P"	0	2013	"spring"	"main"		2	3950					
1	"TBA"	0	"P"	0	2013	"spring"	"main"		2	3951					
2	"TBA"	2	"G"	0	2013	"spring"	"main"		2	3951					
5	"TBA"	2	"P"	0	2013	"spring"	"main"		2	3951					
1	"TBA"	1	"P"	0	2013	"spring"	"main"		2	3952					
6	"TBA"	7	"P"	0	2013	"spring"	"main"		2	3952					
1	"T,H"	5	"P"	0	2013	"spring"	"main"	"Morning"	2	4438					
1	"TBA"	0	"P"	0	2013	"spring"	"main"		2	4693					
2	"TBA"	0	"P"	0	2013	"spring"	"main"		2	4693					
3	"TBA"	1	"P"	0	2013	"spring"	"main"		2	4693					
4	"TBA"	1	"A"	0	2013	"spring"	"main"		2	4693					
1	"TBA"	0	"P"	0	2013	"spring"	"main"		2	4877					
2	"TBA"	0	"P"	0	2013	"spring"	"main"		2	4877					
3	"TBA"	1	"P"	0	2013	"spring"	"main"		2	4877					
4	"TBA"	0	"P"	0	2013	"spring"	"main"		2	4877					
1	"TBA"	1	"P"	0	2013	"spring"	"main"		2	4999					
2	"TBA"	0	"P"	0	2013	"spring"	"main"		2	4999					
3	"TBA"	0	"P"	0	2013	"spring"	"main"		2	4999					
4	"TBA"	1	"P"	0	2013	"spring"	"main"		2	4999					
5	"TBA"	1	"P"	0	2013	"spring"	"main"		2	4999					
90	"TBA"	1	"A"	0	2013	"spring"	"online"		2	5440					
1	"T,H"	237	"P"	1	2013	"fall"	"main"	"Morning"	2	1010	"None"	4	0	0	1
2	"M,W,F"	104	"P"	1	2013	"fall"	"main"	"Morning"	3	1010	"None"	4	0	0	1
60	"T"	14	"G"	1	2013	"fall"	"murray"	"Evening"	1	1010	"None"	4	0	0	1
90	"TBA"	108	"A"	1	2013	"fall"	"online"		2	1010	"None"	4	0	0	1
90	"TBA"	88	"G"	1	2013	"fall"	"online"		2	1015	"None"	2	0	0	1
90	"TBA"	36	"A"	0	2013	"fall"	"online"		2	3020	"None"	3	0	0	0
70	"T"	22	"A"	0	2013	"fall"	"sandy"	"Evening"	1	3051	"None"	3	1	0	0
1	"T,H"	55	"P"	0	2013	"fall"	"main"	"Morning"	2	3111	"None"	3	0	0	1
70	"W"	17	"A"	0	2013	"fall"	"sandy"	"Evening"	1	3111	"None"	3	0	0	1
90	"TBA"	42	"G"	0	2013	"fall"	"online"		2	3111	"None"	3	0	0	1
1	"T,H"	94	"G"	0	2013	"fall"	"main"	"Morning"	2	3112	"None"	4	2	0	1
90	"TBA"	77	"G"	0	2013	"fall"	"online"		2	3112	"None"	4	2	0	1
1	"M,W,F"	42	"P"	0	2013	"fall"	"main"	"Morning"	3	3140	"None"	3	0	0	1
70	"M"	15	"A"	0	2013	"fall"	"sandy"	"Evening"	1	3140	"None"	3	0	0	1
90	"TBA"	81	"A"	0	2013	"fall"	"online"		2	3140	"None"	3	0	0	1
1	"T,H"	48	"P"	0	2013	"fall"	"main"	"Morning"	2	3337	"DV"	3	2	1	0
2	"T,H"	6	"P"	0	2013	"fall"	"main"	"Morning"	2	3337	"DV"	3	2	1	0
90	"TBA"	39	"G"	0	2013	"fall"	"online"		2	3365	"DV"	3	2	1	0
1	"M,W,F"	18	"G"	0	2013	"fall"	"main"	"Morning"	3	3380	"DV"	3	1	1	0
1	"T,H"	62	"P"	0	2013	"fall"	"main"	"Afternoon"	2	3381	"DV"	3	1	0	0
1	"TBA"	2	"P"	0	2013	"fall"	"main"		2	3393	"DV"	3	0	0	0
90	"TBA"	27	"G"	0	2013	"fall"	"online"		2	3435	"Global"	3	0	0	0
1	"M,W,F"	22	"G"	0	2013	"fall"	"main"	"Morning"	3	3436	"Global"	3	0	0	0
1	"T,H"	41	"A"	0	2013	"fall"	"main"	"Morning"	2	3440	"Global"	3	0	0	0
90	"TBA"	81	"G"	0	2013	"fall"	"online"		2	3480	"Global"	3	1	1	0
90	"TBA"	66	"A"	0	2013	"fall"	"online"		2	3560	"Crim"	3	0	0	0
1	"M,W,F"	66	"A"	0	2013	"fall"	"main"	"Morning"	3	3561	"Crim"	3	0	0	0
90	"TBA"	87	"P"	0	2013	"fall"	"online"		2	3561	"Crim"	3	0	0	0
90	"TBA"	56	"A"	0	2013	"fall"	"online"		2	3562	"Crim"	3	0	0	0
1	"M,W,F"	38	"P"	0	2013	"fall"	"main"	"Morning"	3	3563	"Crim"	3	0	0	0
70	"H"	12	"A"	0	2013	"fall"	"sandy"	"Evening"	1	3564	"Crim"	3	0	0	0
90	"TBA"	41	"A"	0	2013	"fall"	"online"		2	3567	"Crim"	3	0	0	0
10	"H"	32	"A"	0	2013	"fall"	"main"	"Evening"	1	3569	"Crim"	3	0	0	0
1	"TBA"	11	"A"	0	2013	"fall"	"main"		2	3593	"Crim"	3	0	0	0
1	"M,W,F"	10	"P"	0	2013	"fall"	"main"	"Morning"	3	3638	"Pop"	3	0	1	0
1	"M,W,F"	54	"G"	0	2013	"fall"	"main"	"Morning"	3	3650	"Pop"	3	3	0	0
90	"TBA"	56	"P"	0	2013	"fall"	"online"		2	3671	"Pop"	3	0	1	0
1	"T,H"	65	"P"	0	2013	"fall"	"main"	"Morning"	2	3673	"Pop"	3	2	0	0
1	"M,W,F"	23	"G"	0	2013	"fall"	"main"	"Morning"	3	3769	"DV"	3	1	0	0
1	"TBA"	1	"P"	0	2013	"fall"	"main"		2	3877					
2	"TBA"	0	"P"	0	2013	"fall"	"main"		2	3877					
6	"TBA"	1	"P"	0	2013	"fall"	"main"		2	3877					
7	"TBA"	1	"P"	0	2013	"fall"	"main"		2	3877					
1	"TBA"	0	"P"	0	2013	"fall"	"main"		2	3950					
2	"TBA"	0	"P"	0	2013	"fall"	"main"		2	3950					
3	"TBA"	0	"P"	0	2013	"fall"	"main"		2	3950					
5	"TBA"	1	"P"	0	2013	"fall"	"main"		2	3950					
1	"TBA"	0	"P"	0	2013	"fall"	"main"		2	3951					
2	"TBA"	0	"P"	0	2013	"fall"	"main"		2	3951					
1	"TBA"	0	"P"	0	2013	"fall"	"main"		2	3952					
2	"TBA"	3	"P"	0	2013	"fall"	"main"		2	3952					
1	"M,W"	16	"P"	0	2013	"fall"	"main"	"Morning"	2	4674					
2	"M,W"	3	"P"	0	2013	"fall"	"main"	"Morning"	2	4674					
1	"TBA"	0	"P"	0	2013	"fall"	"main"		2	4693					
2	"TBA"	2	"P"	0	2013	"fall"	"main"		2	4693					
3	"TBA"	1	"G"	0	2013	"fall"	"main"		2	4693					
1	"TBA"	0	"P"	0	2013	"fall"	"main"		2	4877					
1	"TBA"	0	"P"	0	2013	"fall"	"main"		2	4999					
2	"TBA"	1	"P"	0	2013	"fall"	"main"		2	4999					
3	"TBA"	0	"P"	0	2013	"fall"	"main"		2	4999					
1	"T,H"	5	"A"	0	2013	"fall"	"main"	"Morning"	2	5440					
1	"M,W,F"	87	"A"	1	2014	"spring"	"main"	"Morning"	3	1010	"None"	4	0	0	1
2	"T,H"	144	"P"	1	2014	"spring"	"main"	"Morning"	2	1010	"None"	4	0	0	1
70	"H"	14	"A"	1	2014	"spring"	"sandy"	"Evening"	1	1010	"None"	4	0	0	1
90	"TBA"	58	"P"	1	2014	"spring"	"online"		2	1010	"None"	4	0	0	1
90	"TBA"	78	"G"	1	2014	"spring"	"online"		2	1015	"None"	2	0	0	1
20	"M"	5	"A"	1	2014	"spring"	"bountiful"	"Evening"	1	1020	"None"	3	0	0	0
1	"T,H"	91	"P"	0	2014	"spring"	"main"	"Morning"	2	3041	"None"	3	0	0	0
1	"M,W"	58	"A"	0	2014	"spring"	"main"	"Morning"	2	3042	"None"	3	0	0	0
90	"TBA"	49	"P"	0	2014	"spring"	"online"		2	3061	"None"	3	0	0	0
1	"M,W,F"	42	"P"	0	2014	"spring"	"main"	"Morning"	3	3111	"None"	3	0	0	1
90	"TBA"	55	"G"	0	2014	"spring"	"online"		2	3111	"None"	3	0	0	1
1	"T,H"	45	"G"	0	2014	"spring"	"main"	"Morning"	2	3112	"None"	4	2	0	1
10	"H"	85	"G"	0	2014	"spring"	"main"	"Evening"	1	3112	"None"	4	2	0	1
90	"TBA"	72	"G"	0	2014	"spring"	"online"		2	3112	"None"	4	2	0	1
1	"M,W,F"	22	"P"	0	2014	"spring"	"main"	"Morning"	3	3140	"None"	3	0	0	1
90	"TBA"	78	"A"	0	2014	"spring"	"online"		2	3140	"None"	3	0	0	1
1	"M,W,F"	38	"A"	0	2014	"spring"	"main"	"Morning"	3	3337	"DV"	3	2	1	0
1	"M,W"	10	"G"	0	2014	"spring"	"main"	"Morning"	2	3365	"DV"	3	2	1	0
90	"TBA"	64	"G"	0	2014	"spring"	"online"		2	3380	"DV"	3	1	1	0
1	"TBA"	5	"G"	0	2014	"spring"	"main"		2	3393	"DV"	3	0	0	0
60	"M"	3	"G"	0	2014	"spring"	"murray"	"Evening"	1	3435	"Global"	3	0	0	0
90	"TBA"	80	"A"	0	2014	"spring"	"online"		2	3440	"Global"	3	0	0	0
90	"TBA"	53	"G"	0	2014	"spring"	"online"		2	3446	"Global"	3	0	0	0
1	"T,H"	32	"P"	0	2014	"spring"	"main"	"Afternoon"	2	3480	"Global"	3	1	1	0
2	"T,H"	3	"P"	0	2014	"spring"	"main"	"Afternoon"	2	3480	"Global"	3	1	1	0
1	"T,H"	6	"G"	0	2014	"spring"	"main"	"Morning"	2	3486					
1	"M,W"	46	"A"	0	2014	"spring"	"main"	"Afternoon"	2	3510	"Crim"	3	0	0	0
1	"T,H"	105	"P"	0	2014	"spring"	"main"	"Afternoon"	2	3560	"Crim"	3	0	0	0
90	"TBA"	91	"P"	0	2014	"spring"	"online"		2	3561	"Crim"	3	0	0	0
90	"TBA"	35	"A"	0	2014	"spring"	"online"		2	3562	"Crim"	3	0	0	0
1	"T,H"	73	"P"	0	2014	"spring"	"main"	"Morning"	2	3565	"Crim"	3	0	1	0
90	"TBA"	81	"A"	0	2014	"spring"	"online"		2	3569	"Crim"	3	0	0	0
10	"W"	37	"A"	0	2014	"spring"	"main"	"Evening"	1	3570					
1	"TBA"	19	"A"	0	2014	"spring"	"main"		2	3593	"Crim"	3	0	0	0
70	"W"	3	"P"	0	2014	"spring"	"sandy"	"Evening"	1	3638	"Pop"	3	0	1	0
90	"TBA"	124	"G"	0	2014	"spring"	"online"		2	3650	"Pop"	3	3	0	0
1	"T,H"	14	"P"	0	2014	"spring"	"main"	"Morning"	2	3671	"Pop"	3	0	1	0
2	"T,H"	3	"P"	0	2014	"spring"	"main"	"Morning"	2	3671	"Pop"	3	0	1	0
90	"TBA"	107	"P"	0	2014	"spring"	"online"		2	3673	"Pop"	3	2	0	0
1	"M,W,F"	8	"G"	0	2014	"spring"	"main"	"Morning"	3	3741	"Global"	3	1	0	0
1	"M,W,F"	13	"P"	0	2014	"spring"	"main"	"Morning"	3	3769	"DV"	3	1	0	0
1	"TBA"	0	"P"	0	2014	"spring"	"main"		2	3950					
3	"TBA"	1	"P"	0	2014	"spring"	"main"		2	3950					
5	"TBA"	0	"P"	0	2014	"spring"	"main"		2	3950					
6	"TBA"	0	"P"	0	2014	"spring"	"main"		2	3950					
7	"TBA"	0	"P"	0	2014	"spring"	"main"		2	3950					
1	"TBA"	0	"P"	0	2014	"spring"	"main"		2	3951					
3	"TBA"	1	"P"	0	2014	"spring"	"main"		2	3951					
5	"TBA"	0	"P"	0	2014	"spring"	"main"		2	3951					
1	"TBA"	0	"P"	0	2014	"spring"	"main"		2	3952					
6	"TBA"	13	"P"	0	2014	"spring"	"main"		2	3952					
1	"M,W"	10	"P"	0	2014	"spring"	"main"	"Morning"	2	4085					
1	"T,H"	3	"P"	0	2014	"spring"	"main"	"Morning"	2	4438					
1	"TBA"	0	"P"	0	2014	"spring"	"main"		2	4693					
2	"TBA"	1	"P"	0	2014	"spring"	"main"		2	4693					
3	"TBA"	0	"P"	0	2014	"spring"	"main"		2	4693					
4	"TBA"	0	"A"	0	2014	"spring"	"main"		2	4693					
6	"TBA"	1	"P"	0	2014	"spring"	"main"		2	4693					
7	"TBA"	1	"P"	0	2014	"spring"	"main"		2	4693					
8	"TBA"	2	"G"	0	2014	"spring"	"main"		2	4693					
1	"TBA"	0	"P"	0	2014	"spring"	"main"		2	4877					
2	"TBA"	1	"P"	0	2014	"spring"	"main"		2	4877					
3	"TBA"	0	"P"	0	2014	"spring"	"main"		2	4877					
4	"TBA"	0	"P"	0	2014	"spring"	"main"		2	4877					
5	"TBA"	1	"P"	0	2014	"spring"	"main"		2	4877					
1	"TBA"	1	"P"	0	2014	"spring"	"main"		2	4998					
1	"TBA"	0	"P"	0	2014	"spring"	"main"		2	4999					
2	"TBA"	0	"P"	0	2014	"spring"	"main"		2	4999					
3	"TBA"	1	"P"	0	2014	"spring"	"main"		2	4999					
4	"TBA"	0	"P"	0	2014	"spring"	"main"		2	4999					
90	"TBA"	7	"A"	0	2014	"spring"	"online"		2	5440					
