"SNum"	"Days"	"CurrentEnroll"	"Status"	"LowerDiv"	"Year"	"Semester"	"Location"	"Time2"	"Days2"	"CNum"	"Area"	"CredHours"	"NumAttributes"	"CrossList"	"Req"
2	"M,W,F"	200	"?"	1	2000	"spring"	"main"	"Morning"	3	1010	"None"	4	0	0	1
3	"M,W,F"	69	"A"	1	2000	"spring"	"main"	"Morning"	3	1010	"None"	4	0	0	1
10	"H"	57	"A"	1	2000	"spring"	"main"	"Evening"	1	1010	"None"	4	0	0	1
1	"M,W,F"	70	"?"	1	2000	"spring"	"main"	"Morning"	3	1020	"None"	3	0	0	0
2	"T,H"	57	"P"	1	2000	"spring"	"main"	"Morning"	2	1020	"None"	3	0	0	0
3	"T,H"	66	"P"	1	2000	"spring"	"main"	"Morning"	2	1020	"None"	3	0	0	0
1	"M,W,F"	60	"P"	0	2000	"spring"	"main"	"Morning"	3	3020	"None"	3	0	0	0
2	"M,W,F"	60	"P"	0	2000	"spring"	"main"	"Morning"	3	3020	"None"	3	0	0	0
3	"T,H"	53	"P"	0	2000	"spring"	"main"	"Afternoon"	2	3020	"None"	3	0	0	0
1	"M,W,F"	52	"A"	0	2000	"spring"	"main"	"Morning"	3	3030	"None"	3	0	0	0
2	"T,H"	28	"P"	0	2000	"spring"	"main"	"Morning"	2	3030	"None"	3	0	0	0
10	"M"	23	"A"	0	2000	"spring"	"main"	"Evening"	1	3030	"None"	3	0	0	0
1	"M,W,F"	49	"?"	0	2000	"spring"	"main"	"Morning"	3	3111	"None"	3	0	0	1
2	"M,W,F"	55	"P"	0	2000	"spring"	"main"	"Morning"	3	3111	"None"	3	0	0	1
1	"M,W,F"	32	"P"	0	2000	"spring"	"main"	"Morning"	3	3112	"None"	4	2	0	1
2	"T,H"	10	"P"	0	2000	"spring"	"main"	"Morning"	2	3112	"None"	4	2	0	1
3	"T,H"	22	"P"	0	2000	"spring"	"main"	"Morning"	2	3112	"None"	4	2	0	1
10	"T"	35	"G"	0	2000	"spring"	"main"	"Evening"	1	3112	"None"	4	2	0	1
70	"H"	45	"A"	0	2000	"spring"	"sandy"	"Evening"	1	3112	"None"	4	2	0	1
1	"T,H"	63	"P"	0	2000	"spring"	"main"	"Morning"	2	3140	"None"	3	0	0	1
2	"T,H"	20	"P"	0	2000	"spring"	"main"	"Afternoon"	2	3140	"None"	3	0	0	1
20	"M"	16	"A"	0	2000	"spring"	"bountiful"	"Evening"	1	3140	"None"	3	0	0	1
1	"M,W,F"	29	"P"	0	2000	"spring"	"main"	"Morning"	3	3334	"DV"	3	0	0	0
1	"M,W,F"	64	"A"	0	2000	"spring"	"main"	"Morning"	3	3337	"DV"	3	2	1	0
20	"W"	28	"A"	0	2000	"spring"	"bountiful"	"Evening"	1	3337	"DV"	3	2	1	0
1	"M,W,F"	42	"P"	0	2000	"spring"	"main"	"Morning"	3	3341					
1	"M,W,F"	95	"P"	0	2000	"spring"	"main"	"Morning"	3	3380	"DV"	3	1	1	0
1	"M,W,F"	22	"P"	0	2000	"spring"	"main"	"Morning"	3	3382					
1	"T,H"	26	"P"	0	2000	"spring"	"main"	"Morning"	2	3422					
20	"T"	8	"A"	0	2000	"spring"	"bountiful"	"Evening"	1	3431					
1	"M,W,F"	9	"P"	0	2000	"spring"	"main"	"Morning"	3	3433	"Global"	3	0	0	0
1	"M,W,F"	33	"A"	0	2000	"spring"	"main"	"Afternoon"	3	3438					
70	"M"	40	"A"	0	2000	"spring"	"sandy"	"Evening"	1	3438					
20	"H"	24	"A"	0	2000	"spring"	"bountiful"	"Evening"	1	3471					
50	"S"	7	"A"	0	2000	"spring"	"park city"	"Morning"	1	3471					
1	"T,H"	63	"P"	0	2000	"spring"	"main"	"Morning"	2	3472					
1	"T,H"	56	"P"	0	2000	"spring"	"main"	"Morning"	2	3473					
2	"T,H"	38	"P"	0	2000	"spring"	"main"	"Morning"	2	3473					
1	"T,H"	4	"P"	0	2000	"spring"	"main"	"Morning"	2	3474					
1	"H"	59	"A"	0	2000	"spring"	"main"	"Evening"	1	3560	"Crim"	3	0	0	0
1	"T,H"	55	"A"	0	2000	"spring"	"main"	"Morning"	2	3561	"Crim"	3	0	0	0
10	"H"	59	"A"	0	2000	"spring"	"main"	"Evening"	1	3561	"Crim"	3	0	0	0
1	"M,W,F"	101	"P"	0	2000	"spring"	"main"	"Morning"	3	3562	"Crim"	3	0	0	0
10	"H"	29	"A"	0	2000	"spring"	"main"	"Evening"	1	3563	"Crim"	3	0	0	0
70	"T"	47	"A"	0	2000	"spring"	"sandy"	"Evening"	1	3563	"Crim"	3	0	0	0
10	"W"	58	"A"	0	2000	"spring"	"main"	"Evening"	1	3564	"Crim"	3	0	0	0
1	"TBA"	12	"A"	0	2000	"spring"	"main"		2	3593	"Crim"	3	0	0	0
1	"TBA"	0	"P"	0	2000	"spring"	"main"		2	3950					
2	"TBA"	2	"P"	0	2000	"spring"	"main"		2	3950					
5	"TBA"	1	"P"	0	2000	"spring"	"main"		2	3950					
1	"TBA"	0	"P"	0	2000	"spring"	"main"		2	3951					
1	"TBA"	0	"P"	0	2000	"spring"	"main"		2	3952					
4	"TBA"	1	"A"	0	2000	"spring"	"main"		2	3952					
5	"TBA"	2	"P"	0	2000	"spring"	"main"		2	3952					
1	"M,W,F"	7	"P"	0	2000	"spring"	"main"	"Afternoon"	3	3965					
2	"M,W,F"	192	"P"	1	2000	"fall"	"main"	"Morning"	3	1010	"None"	4	0	0	1
3	"M,W,F"	61	"A"	1	2000	"fall"	"main"	"Morning"	3	1010	"None"	4	0	0	1
4	"T,H"	65	"A"	1	2000	"fall"	"main"	"Afternoon"	2	1010	"None"	4	0	0	1
10	"M"	59	"A"	1	2000	"fall"	"main"	"Evening"	1	1010	"None"	4	0	0	1
20	"T"	33	"A"	1	2000	"fall"	"bountiful"	"Evening"	1	1010	"None"	4	0	0	1
70	"W"	45	"A"	1	2000	"fall"	"sandy"	"Evening"	1	1010	"None"	4	0	0	1
1	"M,W,F"	63	"A"	1	2000	"fall"	"main"	"Morning"	3	1020	"None"	3	0	0	0
2	"T,H"	56	"P"	1	2000	"fall"	"main"	"Morning"	2	1020	"None"	3	0	0	0
1	"T,H"	59	"P"	0	2000	"fall"	"main"	"Morning"	2	3020	"None"	3	0	0	0
2	"T,H"	51	"P"	0	2000	"fall"	"main"	"Afternoon"	2	3020	"None"	3	0	0	0
10	"W"	27	"A"	0	2000	"fall"	"main"	"Evening"	1	3020	"None"	3	0	0	0
1	"M,W,F"	31	"P"	0	2000	"fall"	"main"	"Morning"	3	3030	"None"	3	0	0	0
2	"T,H"	41	"P"	0	2000	"fall"	"main"	"Morning"	2	3111	"None"	3	0	0	1
5	"T,H"	43	"P"	0	2000	"fall"	"main"	"Morning"	2	3111	"None"	3	0	0	1
10	"W"	19	"A"	0	2000	"fall"	"main"	"Evening"	1	3111	"None"	3	0	0	1
20	"M"	12	"A"	0	2000	"fall"	"bountiful"	"Evening"	1	3111	"None"	3	0	0	1
70	"H"	38	"A"	0	2000	"fall"	"sandy"	"Evening"	1	3111	"None"	3	0	0	1
1	"M,W,F"	11	"P"	0	2000	"fall"	"main"	"Afternoon"	3	3112	"None"	4	2	0	1
2	"T,H"	53	"P"	0	2000	"fall"	"main"	"Morning"	2	3112	"None"	4	2	0	1
1	"M,W,F"	12	"P"	0	2000	"fall"	"main"	"Morning"	3	3140	"None"	3	0	0	1
2	"T,H"	46	"P"	0	2000	"fall"	"main"	"Morning"	2	3140	"None"	3	0	0	1
10	"W"	38	"A"	0	2000	"fall"	"main"	"Evening"	1	3140	"None"	3	0	0	1
1	"T,H"	22	"P"	0	2000	"fall"	"main"	"Morning"	2	3334	"DV"	3	0	0	0
1	"M,W,F"	40	"A"	0	2000	"fall"	"main"	"Morning"	3	3337	"DV"	3	2	1	0
1	"T,H"	70	"P"	0	2000	"fall"	"main"	"Morning"	2	3365	"DV"	3	2	1	0
10	"T"	35	"A"	0	2000	"fall"	"main"	"Evening"	1	3380	"DV"	3	1	1	0
1	"M,W,F"	10	"P"	0	2000	"fall"	"main"	"Morning"	3	3435	"Global"	3	0	0	0
1	"M,W,F"	51	"A"	0	2000	"fall"	"main"	"Morning"	3	3437					
1	"M,W,F"	62	"P"	0	2000	"fall"	"main"	"Morning"	3	3438					
2	"T,H"	60	"A"	0	2000	"fall"	"main"	"Morning"	2	3438					
20	"H"	21	"A"	0	2000	"fall"	"bountiful"	"Evening"	1	3438					
1	"T,H"	60	"P"	0	2000	"fall"	"main"	"Morning"	2	3450					
1	"T,H"	53	"P"	0	2000	"fall"	"main"	"Morning"	2	3471					
2	"T,H"	58	"P"	0	2000	"fall"	"main"	"Morning"	2	3471					
1	"T,H"	49	"P"	0	2000	"fall"	"main"	"Morning"	2	3473					
10	"H"	26	"A"	0	2000	"fall"	"main"	"Evening"	1	3560	"Crim"	3	0	0	0
70	"H"	29	"A"	0	2000	"fall"	"sandy"	"Evening"	1	3560	"Crim"	3	0	0	0
1	"M,W,F"	98	"P"	0	2000	"fall"	"main"	"Morning"	3	3561	"Crim"	3	0	0	0
10	"H"	34	"G"	0	2000	"fall"	"main"	"Evening"	1	3561	"Crim"	3	0	0	0
70	"T"	42	"A"	0	2000	"fall"	"sandy"	"Evening"	1	3561	"Crim"	3	0	0	0
1	"M,W,F"	57	"P"	0	2000	"fall"	"main"	"Afternoon"	3	3562	"Crim"	3	0	0	0
20	"H"	7	"A"	0	2000	"fall"	"bountiful"	"Evening"	1	3562	"Crim"	3	0	0	0
1	"M,W,F"	30	"P"	0	2000	"fall"	"main"	"Afternoon"	3	3563	"Crim"	3	0	0	0
1	"TBA"	9	"A"	0	2000	"fall"	"main"		2	3593	"Crim"	3	0	0	0
1	"TBA"	0	"P"	0	2000	"fall"	"main"		2	3950					
1	"TBA"	0	"P"	0	2000	"fall"	"main"		2	3951					
3	"TBA"	1	"P"	0	2000	"fall"	"main"		2	3951					
1	"TBA"	0	"P"	0	2000	"fall"	"main"		2	3952					
1	"T"	66	"A"	0	2000	"fall"	"main"	"Evening"	1	3965					
2	"M,W,F"	201	"G"	1	2001	"spring"	"main"	"Morning"	3	1010	"None"	4	0	0	1
3	"T,H"	61	"A"	1	2001	"spring"	"main"	"Morning"	2	1010	"None"	4	0	0	1
10	"M"	57	"A"	1	2001	"spring"	"main"	"Evening"	1	1010	"None"	4	0	0	1
1	"T,H"	66	"P"	1	2001	"spring"	"main"	"Morning"	2	1020	"None"	3	0	0	0
70	"T"	29	"A"	1	2001	"spring"	"sandy"	"Evening"	1	1020	"None"	3	0	0	0
1	"M,W,F"	62	"P"	0	2001	"spring"	"main"	"Morning"	3	3020	"None"	3	0	0	0
2	"M,W,F"	57	"P"	0	2001	"spring"	"main"	"Morning"	3	3020	"None"	3	0	0	0
70	"W"	32	"A"	0	2001	"spring"	"sandy"	"Evening"	1	3020	"None"	3	0	0	0
1	"M,W,F"	35	"P"	0	2001	"spring"	"main"	"Morning"	3	3030	"None"	3	0	0	0
20	"T"	6	"A"	0	2001	"spring"	"bountiful"	"Evening"	1	3030	"None"	3	0	0	0
70	"W"	19	"A"	0	2001	"spring"	"sandy"	"Evening"	1	3030	"None"	3	0	0	0
1	"T,H"	59	"P"	0	2001	"spring"	"main"	"Morning"	2	3111	"None"	3	0	0	1
10	"T"	49	"A"	0	2001	"spring"	"main"	"Morning"	1	3111	"None"	3	0	0	1
1	"M,W,F"	17	"P"	0	2001	"spring"	"main"	"Morning"	3	3112	"None"	4	2	0	1
2	"T,H"	32	"P"	0	2001	"spring"	"main"	"Morning"	2	3112	"None"	4	2	0	1
3	"T,H"	35	"P"	0	2001	"spring"	"main"	"Morning"	2	3112	"None"	4	2	0	1
10	"T"	32	"A"	0	2001	"spring"	"main"	"Evening"	1	3112	"None"	4	2	0	1
20	"W"	51	"A"	0	2001	"spring"	"bountiful"	"Evening"	1	3112	"None"	4	2	0	1
70	"H"	39	"A"	0	2001	"spring"	"sandy"	"Evening"	1	3112	"None"	4	2	0	1
1	"M,W,F"	15	"P"	0	2001	"spring"	"main"	"Morning"	3	3140	"None"	3	0	0	1
2	"T,H"	53	"P"	0	2001	"spring"	"main"	"Morning"	2	3140	"None"	3	0	0	1
70	"M"	25	"A"	0	2001	"spring"	"sandy"	"Evening"	1	3140	"None"	3	0	0	1
1	"M,W,F"	39	"P"	0	2001	"spring"	"main"	"Morning"	3	3337	"DV"	3	2	1	0
2	"M,W,F"	41	"A"	0	2001	"spring"	"main"	"Morning"	3	3337	"DV"	3	2	1	0
1	"T,H"	52	"P"	0	2001	"spring"	"main"	"Morning"	2	3341					
70	"T"	48	"A"	0	2001	"spring"	"sandy"	"Evening"	1	3365	"DV"	3	2	1	0
70	"W"	29	"A"	0	2001	"spring"	"sandy"	"Evening"	1	3380	"DV"	3	1	1	0
10	"W"	16	"P"	0	2001	"spring"	"main"	"Evening"	1	3431					
70	"M"	17	"A"	0	2001	"spring"	"sandy"	"Evening"	1	3431					
1	"T,H"	19	"P"	0	2001	"spring"	"main"	"Morning"	2	3433	"Global"	3	0	0	0
1	"M,W,F"	38	"A"	0	2001	"spring"	"main"	"Morning"	3	3438					
70	"H"	36	"A"	0	2001	"spring"	"sandy"	"Evening"	1	3438					
1	"T,H"	51	"P"	0	2001	"spring"	"main"	"Morning"	2	3450					
20	"H"	17	"A"	0	2001	"spring"	"bountiful"	"Evening"	1	3471					
1	"T,H"	48	"P"	0	2001	"spring"	"main"	"Morning"	2	3472					
1	"T,H"	45	"P"	0	2001	"spring"	"main"	"Morning"	2	3473					
2	"T,H"	43	"P"	0	2001	"spring"	"main"	"Morning"	2	3473					
1	"M,W,F"	5	"P"	0	2001	"spring"	"main"	"Morning"	3	3474					
1	"T,H"	99	"P"	0	2001	"spring"	"main"	"Morning"	2	3560	"Crim"	3	0	0	0
20	"T"	20	"A"	0	2001	"spring"	"bountiful"	"Evening"	1	3560	"Crim"	3	0	0	0
1	"T,H"	40	"A"	0	2001	"spring"	"main"	"Afternoon"	2	3561	"Crim"	3	0	0	0
10	"H"	58	"A"	0	2001	"spring"	"main"	"Evening"	1	3562	"Crim"	3	0	0	0
10	"W"	49	"A"	0	2001	"spring"	"main"	"Evening"	1	3563	"Crim"	3	0	0	0
1	"TBA"	15	"A"	0	2001	"spring"	"main"		2	3593	"Crim"	3	0	0	0
1	"TBA"	0	"P"	0	2001	"spring"	"main"		2	3877					
1	"TBA"	0	"P"	0	2001	"spring"	"main"		2	3950					
1	"TBA"	0	"P"	0	2001	"spring"	"main"		2	3951					
3	"TBA"	1	"A"	0	2001	"spring"	"main"		2	3951					
1	"TBA"	0	"P"	0	2001	"spring"	"main"		2	3952					
1	"T,H"	6	"P"	0	2001	"spring"	"main"	"Afternoon"	2	3965					
1	"TBA"	0	"P"	0	2001	"spring"	"main"		2	4999					
2	"M,W,F"	181	"P"	1	2001	"fall"	"main"	"Morning"	3	1010	"None"	4	0	0	1
3	"T,H"	67	"A"	1	2001	"fall"	"main"	"Morning"	2	1010	"None"	4	0	0	1
10	"T"	67	"P"	1	2001	"fall"	"main"	"Evening"	1	1010	"None"	4	0	0	1
20	"H"	36	"A"	1	2001	"fall"	"bountiful"	"Evening"	1	1010	"None"	4	0	0	1
70	"W"	48	"A"	1	2001	"fall"	"sandy"	"Evening"	1	1010	"None"	4	0	0	1
1	"T,H"	56	"A"	1	2001	"fall"	"main"	"Morning"	2	1020	"None"	3	0	0	0
2	"M,W,F"	55	"P"	1	2001	"fall"	"main"	"Morning"	3	1020	"None"	3	0	0	0
1	"M,W,F"	56	"A"	0	2001	"fall"	"main"	"Morning"	3	3020	"None"	3	0	0	0
2	"T,H"	54	"A"	0	2001	"fall"	"main"	"Morning"	2	3020	"None"	3	0	0	0
10	"W"	38	"A"	0	2001	"fall"	"main"	"Evening"	1	3020	"None"	3	0	0	0
1	"M,W,F"	31	"P"	0	2001	"fall"	"main"	"Morning"	3	3030	"None"	3	0	0	0
2	"T,H"	32	"A"	0	2001	"fall"	"main"	"Morning"	2	3030	"None"	3	0	0	0
10	"H"	29	"A"	0	2001	"fall"	"main"	"Evening"	1	3030	"None"	3	0	0	0
1	"M,W,F"	46	"P"	0	2001	"fall"	"main"	"Morning"	3	3111	"None"	3	0	0	1
2	"T,H"	32	"P"	0	2001	"fall"	"main"	"Morning"	2	3111	"None"	3	0	0	1
3	"T,H"	24	"P"	0	2001	"fall"	"main"	"Morning"	2	3111	"None"	3	0	0	1
20	"W"	13	"A"	0	2001	"fall"	"bountiful"	"Evening"	1	3111	"None"	3	0	0	1
70	"T"	30	"A"	0	2001	"fall"	"sandy"	"Evening"	1	3111	"None"	3	0	0	1
1	"M,W,F"	53	"P"	0	2001	"fall"	"main"	"Morning"	3	3112	"None"	4	2	0	1
2	"T,H"	33	"P"	0	2001	"fall"	"main"	"Morning"	2	3112	"None"	4	2	0	1
10	"W"	24	"P"	0	2001	"fall"	"main"	"Evening"	1	3112	"None"	4	2	0	1
1	"T,H"	8	"P"	0	2001	"fall"	"main"	"Morning"	2	3140	"None"	3	0	0	1
2	"M,W,F"	45	"P"	0	2001	"fall"	"main"	"Morning"	3	3140	"None"	3	0	0	1
10	"W"	18	"P"	0	2001	"fall"	"main"	"Evening"	1	3140	"None"	3	0	0	1
20	"T"	12	"A"	0	2001	"fall"	"bountiful"	"Evening"	1	3140	"None"	3	0	0	1
1	"M,W,F"	35	"A"	0	2001	"fall"	"main"	"Morning"	3	3337	"DV"	3	2	1	0
2	"M,W,F"	55	"A"	0	2001	"fall"	"main"	"Morning"	3	3337	"DV"	3	2	1	0
1	"M,W,F"	70	"P"	0	2001	"fall"	"main"	"Morning"	3	3365	"DV"	3	2	1	0
1	"M,W,F"	31	"P"	0	2001	"fall"	"main"	"Morning"	3	3380	"DV"	3	1	1	0
1	"T,H"	56	"A"	0	2001	"fall"	"main"	"Morning"	2	3438					
10	"T"	50	"A"	0	2001	"fall"	"main"	"Evening"	1	3438					
1	"M,W,F"	9	"A"	0	2001	"fall"	"main"	"Morning"	3	3443					
1	"T,H"	54	"P"	0	2001	"fall"	"main"	"Morning"	2	3450					
1	"M,W,F"	39	"P"	0	2001	"fall"	"main"	"Morning"	3	3471					
2	"T,H"	42	"P"	0	2001	"fall"	"main"	"Morning"	2	3471					
1	"M,W,F"	43	"P"	0	2001	"fall"	"main"	"Morning"	3	3473					
2	"T,H"	42	"P"	0	2001	"fall"	"main"	"Morning"	2	3473					
1	"M,W,F"	45	"P"	0	2001	"fall"	"main"	"Morning"	3	3560	"Crim"	3	0	0	0
70	"H"	40	"A"	0	2001	"fall"	"sandy"	"Evening"	1	3560	"Crim"	3	0	0	0
1	"M,W,F"	74	"P"	0	2001	"fall"	"main"	"Morning"	3	3561	"Crim"	3	0	0	0
10	"T"	41	"A"	0	2001	"fall"	"main"	"Evening"	1	3561	"Crim"	3	0	0	0
70	"W"	25	"A"	0	2001	"fall"	"sandy"	"Morning"	1	3561	"Crim"	3	0	0	0
1	"TBA"	5	"A"	0	2001	"fall"	"main"		2	3593	"Crim"	3	0	0	0
1	"TBA"	0	"P"	0	2001	"fall"	"main"		2	3950					
3	"TBA"	2	"P"	0	2001	"fall"	"main"		2	3950					
1	"TBA"	0	"P"	0	2001	"fall"	"main"		2	3952					
10	"M"	48	"A"	0	2001	"fall"	"main"	"Evening"	1	3965					
11	"H"	38	"A"	0	2001	"fall"	"main"	"Evening"	1	3965					
1	"M"	2	"P"	0	2001	"fall"	"main"	"Afternoon"	1	5050					
1	"W"	1	"P"	0	2001	"fall"	"main"	"Afternoon"	1	5110					
1	"T,H"	1	"P"	0	2001	"fall"	"main"	"Afternoon"	2	5120					
2	"M,W,F"	195	"P"	1	2002	"spring"	"main"	"Morning"	3	1010	"None"	4	0	0	1
3	"T,H"	63	"A"	1	2002	"spring"	"main"	"Morning"	2	1010	"None"	4	0	0	1
10	"H"	56	"A"	1	2002	"spring"	"main"	"Evening"	1	1010	"None"	4	0	0	1
20	"M"	34	"?"	1	2002	"spring"	"bountiful"	"Evening"	1	1010	"None"	4	0	0	1
70	"T"	37	"A"	1	2002	"spring"	"sandy"	"Evening"	1	1010	"None"	4	0	0	1
1	"M,W,F"	60	"P"	1	2002	"spring"	"main"	"Morning"	3	1020	"None"	3	0	0	0
2	"T,H"	57	"P"	1	2002	"spring"	"main"	"Morning"	2	1020	"None"	3	0	0	0
20	"W"	24	"A"	1	2002	"spring"	"bountiful"	"Evening"	1	1020	"None"	3	0	0	0
70	"M"	21	"A"	1	2002	"spring"	"sandy"	"Evening"	1	1020	"None"	3	0	0	0
1	"T,H"	61	"P"	0	2002	"spring"	"main"	"Morning"	2	3020	"None"	3	0	0	0
70	"W"	32	"A"	0	2002	"spring"	"sandy"	"Evening"	1	3020	"None"	3	0	0	0
1	"M,W,F"	36	"P"	0	2002	"spring"	"main"	"Morning"	3	3030	"None"	3	0	0	0
2	"T,H"	35	"P"	0	2002	"spring"	"main"	"Morning"	2	3030	"None"	3	0	0	0
70	"T"	21	"A"	0	2002	"spring"	"sandy"	"Evening"	1	3030	"None"	3	0	0	0
2	"T,H"	56	"P"	0	2002	"spring"	"main"	"Morning"	2	3111	"None"	3	0	0	1
1	"M,W,F"	33	"P"	0	2002	"spring"	"main"	"Morning"	3	3112	"None"	4	2	0	1
2	"M,W,F"	37	"P"	0	2002	"spring"	"main"	"Morning"	3	3112	"None"	4	2	0	1
3	"T,H"	28	"P"	0	2002	"spring"	"main"	"Morning"	2	3112	"None"	4	2	0	1
70	"H"	42	"A"	0	2002	"spring"	"sandy"	"Evening"	1	3112	"None"	4	2	0	1
2	"T,H"	32	"P"	0	2002	"spring"	"main"	"Morning"	2	3140	"None"	3	0	0	1
3	"M,W,F"	32	"P"	0	2002	"spring"	"main"	"Morning"	3	3140	"None"	3	0	0	1
10	"M"	22	"P"	0	2002	"spring"	"main"	"Evening"	1	3140	"None"	3	0	0	1
1	"M,W,F"	44	"A"	0	2002	"spring"	"main"	"Morning"	3	3337	"DV"	3	2	1	0
2	"M,W,F"	48	"A"	0	2002	"spring"	"main"	"Morning"	3	3337	"DV"	3	2	1	0
70	"W"	43	"A"	0	2002	"spring"	"sandy"	"Evening"	1	3365	"DV"	3	2	1	0
1	"T,H"	85	"A"	0	2002	"spring"	"main"	"Morning"	2	3380	"DV"	3	1	1	0
20	"M"	27	"A"	0	2002	"spring"	"bountiful"	"Evening"	1	3380	"DV"	3	1	1	0
10	"W"	29	"A"	0	2002	"spring"	"main"	"Evening"	1	3431					
1	"M,W,F"	30	"P"	0	2002	"spring"	"main"	"Morning"	3	3433	"Global"	3	0	0	0
1	"M,W,F"	45	"A"	0	2002	"spring"	"main"	"Morning"	3	3438					
20	"H"	20	"A"	0	2002	"spring"	"bountiful"	"Evening"	1	3438					
1	"T,H"	58	"P"	0	2002	"spring"	"main"	"Morning"	2	3450					
20	"T"	17	"A"	0	2002	"spring"	"bountiful"	"Evening"	1	3471					
1	"M,W,F"	44	"P"	0	2002	"spring"	"main"	"Morning"	3	3473					
2	"M,W,F"	35	"P"	0	2002	"spring"	"main"	"Morning"	3	3473					
1	"T,H"	81	"P"	0	2002	"spring"	"main"	"Morning"	2	3560	"Crim"	3	0	0	0
70	"T"	44	"A"	0	2002	"spring"	"sandy"	"Evening"	1	3560	"Crim"	3	0	0	0
1	"T,H"	65	"P"	0	2002	"spring"	"main"	"Morning"	2	3561	"Crim"	3	0	0	0
2	"M,W,F"	37	"A"	0	2002	"spring"	"main"	"Morning"	3	3561	"Crim"	3	0	0	0
70	"W"	32	"A"	0	2002	"spring"	"sandy"	"Morning"	1	3561	"Crim"	3	0	0	0
1	"T,H"	66	"P"	0	2002	"spring"	"main"	"Afternoon"	2	3562	"Crim"	3	0	0	0
20	"H"	16	"A"	0	2002	"spring"	"bountiful"	"Evening"	1	3562	"Crim"	3	0	0	0
70	"H"	42	"A"	0	2002	"spring"	"sandy"	"Evening"	1	3563	"Crim"	3	0	0	0
1	"TBA"	15	"A"	0	2002	"spring"	"main"		2	3593	"Crim"	3	0	0	0
1	"TBA"	1	"P"	0	2002	"spring"	"main"		2	3950					
1	"TBA"	1	"P"	0	2002	"spring"	"main"		2	3951					
5	"TBA"	1	"P"	0	2002	"spring"	"main"		2	3951					
1	"TBA"	0	"P"	0	2002	"spring"	"main"		2	3952					
10	"M"	48	"A"	0	2002	"spring"	"main"	"Evening"	1	3965					
1	"TBA"	0	"P"	0	2002	"spring"	"main"		2	4999					
2	"M,W,F"	197	"A"	1	2002	"fall"	"main"	"Morning"	3	1010	"None"	4	0	0	1
3	"T,H"	66	"A"	1	2002	"fall"	"main"	"Morning"	2	1010	"None"	4	0	0	1
10	"T"	75	"A"	1	2002	"fall"	"main"	"Evening"	1	1010	"None"	4	0	0	1
20	"H"	34	"A"	1	2002	"fall"	"bountiful"	"Evening"	1	1010	"None"	4	0	0	1
70	"W"	46	"A"	1	2002	"fall"	"sandy"	"Evening"	1	1010	"None"	4	0	0	1
1	"T,H"	54	"P"	1	2002	"fall"	"main"	"Morning"	2	1020	"None"	3	0	0	0
2	"M,W,F"	61	"A"	1	2002	"fall"	"main"	"Morning"	3	1020	"None"	3	0	0	0
2	"T,H"	64	"P"	0	2002	"fall"	"main"	"Morning"	2	3020	"None"	3	0	0	0
10	"W"	50	"A"	0	2002	"fall"	"main"	"Evening"	1	3020	"None"	3	0	0	0
2	"T,H"	51	"P"	0	2002	"fall"	"main"	"Morning"	2	3030	"None"	3	0	0	0
20	"W"	17	"A"	0	2002	"fall"	"bountiful"	"Evening"	1	3030	"None"	3	0	0	0
1	"M,W,F"	56	"A"	0	2002	"fall"	"main"	"Morning"	3	3111	"None"	3	0	0	1
2	"T,H"	53	"A"	0	2002	"fall"	"main"	"Morning"	2	3111	"None"	3	0	0	1
10	"W"	54	"A"	0	2002	"fall"	"main"	"Evening"	1	3111	"None"	3	0	0	1
1	"M,W,F"	34	"P"	0	2002	"fall"	"main"	"Morning"	3	3112	"None"	4	2	0	1
2	"T,H"	47	"P"	0	2002	"fall"	"main"	"Morning"	2	3112	"None"	4	2	0	1
1	"T,H"	52	"P"	0	2002	"fall"	"main"	"Morning"	2	3140	"None"	3	0	0	1
2	"M,W,F"	23	"A"	0	2002	"fall"	"main"	"Morning"	3	3140	"None"	3	0	0	1
20	"T"	30	"A"	0	2002	"fall"	"bountiful"	"Evening"	1	3140	"None"	3	0	0	1
1	"H"	19	"P"	0	2002	"fall"	"main"	"Afternoon"	1	3200	"DV"	4	1	0	0
1	"M,W,F"	34	"A"	0	2002	"fall"	"main"	"Morning"	3	3337	"DV"	3	2	1	0
2	"M,W,F"	56	"A"	0	2002	"fall"	"main"	"Morning"	3	3337	"DV"	3	2	1	0
1	"T,H"	71	"P"	0	2002	"fall"	"main"	"Morning"	2	3365	"DV"	3	2	1	0
1	"T,H"	55	"P"	0	2002	"fall"	"main"	"Morning"	2	3380	"DV"	3	1	1	0
1	"T,H"	27	"P"	0	2002	"fall"	"main"	"Morning"	2	3433	"Global"	3	0	0	0
1	"T,H"	22	"P"	0	2002	"fall"	"main"	"Afternoon"	2	3436	"Global"	3	0	0	0
1	"M,W,F"	64	"A"	0	2002	"fall"	"main"	"Morning"	3	3438					
1	"T,H"	65	"P"	0	2002	"fall"	"main"	"Morning"	2	3450					
2	"T,H"	57	"P"	0	2002	"fall"	"main"	"Morning"	2	3471					
2	"T,H"	55	"P"	0	2002	"fall"	"main"	"Morning"	2	3473					
70	"H"	38	"A"	0	2002	"fall"	"sandy"	"Evening"	1	3560	"Crim"	3	0	0	0
1	"M,W,F"	59	"A"	0	2002	"fall"	"main"	"Morning"	3	3561	"Crim"	3	0	0	0
2	"T,H"	69	"P"	0	2002	"fall"	"main"	"Morning"	2	3561	"Crim"	3	0	0	0
